iata,name,city,state,country,lat,long,dst,tz,utc_offset
E25,Wickenburg Municipal,Wickenburg,AZ,USA,33.96891833,-112.7985128,,America/Phoenix,-7
SJN,St Johns Industrial Air Park,St Johns,AZ,USA,34.51855556,-109.37875,,America/Phoenix,-7
P01,Ajo Municipal,Ajo,AZ,USA,32.45005694,-112.8673778,,America/Phoenix,-7
Q35,Springerville Babbitt ,Springerville,AZ,USA,34.1286575,-109.31147560000001,,America/Phoenix,-7
P52,Cottonwood,Cottonwood,AZ,USA,34.73002111,-112.03515690000002,,America/Phoenix,-7
FFZ,Falcon ,Mesa,AZ,USA,33.46083333,-111.72833329999999,,America/Phoenix,-7
85V,Ganado,Ganado,AZ,USA,35.70140278,-109.5103814,,America/Denver,-6
U30,Temple Bar,Temple Bar,AZ,USA,36.02054056,-114.33524609999999,,America/Phoenix,-7
E24,Whiteriver,Whiteriver,AZ,USA,33.81255056,-109.9867658,,America/Phoenix,-7
E91,Chinle Municipal,Chinle,AZ,USA,36.11088056,-109.5754222,,America/Denver,-6
IGM,Kingman,Kingman,AZ,USA,35.25947222,-113.93805559999998,,America/Phoenix,-7
T03,Tuba City,Tuba City,AZ,USA,36.09276972,-111.3826419,,America/Denver,-6
1G4,Grand Canyon West,Peach Springs,AZ,USA,35.99221,-113.81661640000002,,America/Phoenix,-7
RQE,Window Rock,Window Rock,AZ,USA,35.65205556,-109.0673889,,America/Denver,-6
Z95,Cibecue,Cibecue,AZ,USA,34.00333333,-110.44416670000001,,America/Phoenix,-7
0V7,Kayenta,Kayenta,AZ,USA,36.70972139,-110.23679779999999,,America/Denver,-6
AVQ,Marana Northwest Regional,Marana,AZ,USA,32.40939028,-111.21850859999999,,America/Phoenix,-7
AZC,Colorado City Municipal,Colorado City,AZ,USA,36.95994444,-113.0138889,,America/Phoenix,-7
E95,Benson Municipal,Benson,AZ,USA,31.99972222,-110.35722220000001,,America/Phoenix,-7
P32,H.A. Clark Memorial ,Williams,AZ,USA,35.30223222,-112.1940575,,America/Phoenix,-7
E63,Gila Bend Municipal,Gila Bend,AZ,USA,32.95810083,-112.67821809999998,,America/Phoenix,-7
GEU,Glendale Municipal,Glendale,AZ,USA,33.52726278,-112.2951564,,America/Phoenix,-7
E60,Eloy Municipal,Eloy,AZ,USA,32.80700583,-111.58679,,America/Phoenix,-7
E51,Bagdad,Bagdad,AZ,USA,34.59585278,-113.17019499999999,,America/Phoenix,-7
IFP,Laughlin/Bullhead International,Bullhead City,AZ,USA,35.15738889,-114.5595278,,America/Phoenix,-7
P04,Bisbee Municipal,Bisbee,AZ,USA,31.36399028,-109.88312859999998,,America/Phoenix,-7
4PH,Polacca,Polacca,AZ,USA,35.79167222,-110.42346529999999,,America/Phoenix,-7
P20,Avi Suquilla,Parker,AZ,USA,34.15063889,-114.27122220000001,,America/Phoenix,-7
P13,San Carlos Apache,Globe,AZ,USA,33.35314722,-110.66736110000001,,America/Phoenix,-7
CHD,Chandler Municipal,Chandler,AZ,USA,33.26908333,-111.8111389,,America/Phoenix,-7
P14,Holbrook Municipal,Holbrook,AZ,USA,34.93891389,-110.1395656,,America/Phoenix,-7
CRO,Corcoran,Corcoran,CA,USA,36.10245111,-119.59484690000001,,America/Los_Angeles,-7
O32,Reedley Municipal,Reedley,CA,USA,36.66633917,-119.4498483,,America/Los_Angeles,-7
O37,Haigh ,Orland,CA,USA,39.72124194,-122.14665079999999,,America/Los_Angeles,-7
Q99,South County  of Santa Clara Co,San Martin,CA,USA,37.08158611,-121.59680559999998,,America/Los_Angeles,-7
0O3,Calaveras Co-Maury Rasmussen ,San Andreas,CA,USA,38.14611639,-120.6481733,,America/Los_Angeles,-7
C80,New Coalinga Municipal,Coalinga,CA,USA,36.16313889,-120.2938139,,America/Los_Angeles,-7
O48,Little River,Little River,CA,USA,39.26203778,-123.75373470000001,,America/Los_Angeles,-7
Q84,Mendota,Mendota,CA,USA,36.75800528,-120.3712794,,America/Los_Angeles,-7
2O7,Independence,Independence,CA,USA,36.81382111,-118.2050956,,America/Los_Angeles,-7
0Q6,Shingletown,Shingletown,CA,USA,40.52210111,-121.8177683,,America/Los_Angeles,-7
OVE,Oroville Municipal,Oroville,CA,USA,39.48775,-121.62200000000001,,America/Los_Angeles,-7
LHM,Lincoln Regional ,Lincoln,CA,USA,38.90916111,-121.3513361,,America/Los_Angeles,-7
O60,Cloverdale Municipal,Cloverdale,CA,USA,38.7743525,-122.99222169999999,,America/Los_Angeles,-7
RIU,Rancho Murieta,Rancho Murieta,CA,USA,38.4887975,-121.10244469999999,,America/Los_Angeles,-7
O46,Weed,Weed,CA,USA,41.47487,-122.4530739,,America/Los_Angeles,-7
O54,Lonnie Pool /Weaverville,Weaverville,CA,USA,40.7457,-122.92197,,America/Los_Angeles,-7
3O7,Hollister Municipal,Hollister,CA,USA,36.89334528,-121.4102706,,America/Los_Angeles,-7
L45,Bakersfield Municipal,Bakersfield,CA,USA,35.32483333,-118.99583329999999,,America/Los_Angeles,-7
MIT,Shafter-Minter ,Shafter,CA,USA,35.50592944,-119.1915236,,America/Los_Angeles,-7
O16,Garberville,Garberville,CA,USA,40.08597806,-123.81363970000001,,America/Los_Angeles,-7
RNM,Ramona,Ramona,CA,USA,33.038905,-116.9136392,,America/Los_Angeles,-7
TCY,Tracy Municipal,Tracy,CA,USA,37.68910778,-121.4418172,,America/Los_Angeles,-7
TNP,Twentynine Palms,Twentynine Palms,CA,USA,34.13208528,-115.94583190000002,,America/Los_Angeles,-7
A30,Scott Valley,Fort Jones,CA,USA,41.55819444,-122.85531029999999,,America/Los_Angeles,-7
L06,Furnace Creek,Death Valley National Park,CA,USA,36.46383694,-116.8814425,,America/Los_Angeles,-7
L26,Hesperia,Hesperia,CA,USA,34.37722333,-117.31587830000001,,America/Los_Angeles,-7
O19,Kneeland,Eureka,CA,USA,40.7193,-123.9275531,,America/Los_Angeles,-7
O27,Oakdale,Oakdale,CA,USA,37.75634472,-120.80020890000002,,America/Los_Angeles,-7
O86,Trinity Center,Trinity Center,CA,USA,40.98320111,-122.6941889,,America/Los_Angeles,-7
L52,Oceano County,Oceano,CA,USA,35.10136472,-120.62211529999999,,America/Los_Angeles,-7
0O4,Corning Municipal,Corning,CA,USA,39.94376806,-122.1713781,,America/Los_Angeles,-7
O22,Columbia,Columbia,CA,USA,38.03042306,-120.41455559999999,,America/Los_Angeles,-7
L04,Holtville,Holtville,CA,USA,32.84032361,-115.26748059999998,,America/Los_Angeles,-7
L08,Borrego Valley,Borrego Springs,CA,USA,33.25902778,-116.3209722,,America/Los_Angeles,-7
O08,Colusa County,Colusa,CA,USA,39.17903,-121.9933611,,America/Los_Angeles,-7
O85,Benton ,Redding,CA,USA,40.57487278,-122.4080642,,America/Los_Angeles,-7
TSP,Tehachapi Municipal,Tehachapi,CA,USA,35.13497222,-118.43925,,America/Los_Angeles,-7
AJO,Corona Municipal,Corona,CA,USA,33.89765389,-117.60243999999999,,America/Los_Angeles,-7
LSN,Los Banos Municipal,Los Banos,CA,USA,37.06290556,-120.8692511,,America/Los_Angeles,-7
O17,Nevada County  Air Park,Grass Valley,CA,USA,39.22402778,-121.00308329999999,,America/Los_Angeles,-7
Q53,Franklin ,Franklin,CA,USA,38.30491306,-121.4296736,,America/Los_Angeles,-7
WLW,Willows-Glenn County,Willows,CA,USA,39.51635389,-122.2175106,,America/Los_Angeles,-7
L05,Kern Valley,Kernville,CA,USA,35.72828472,-118.41980690000001,,America/Los_Angeles,-7
OKB,Oceanside Municipal,Oceanside,CA,USA,33.21797639,-117.3515075,,America/Los_Angeles,-7
0O5,University,Davis,CA,USA,38.53146222,-121.7864906,,America/Los_Angeles,-7
SVE,Susanville Municipal,Susanville,CA,USA,40.37684111,-120.57300330000001,,America/Los_Angeles,-7
L12,Redlands Municipal,Redlands,CA,USA,34.08526167,-117.14637890000002,,America/Los_Angeles,-7
O57,Bryant ,Bridgeport,CA,USA,38.26241917,-119.2257094,,America/Los_Angeles,-7
Q25,Dinsmore,Dinsmore,CA,USA,40.49291944,-123.59975890000001,,America/Los_Angeles,-7
49X,Chemehuevi Valley,Chemehuevi Valley,CA,USA,34.52751083,-114.4310697,,America/Los_Angeles,-7
A32,Butte Valley,Dorris,CA,USA,41.88709222,-121.9755614,,America/Los_Angeles,-7
O81,Tulelake Municipal,Tulelake,CA,USA,41.88738,-121.3594331,,America/Los_Angeles,-7
O88,Rio Vista Municipal,Rio Vista,CA,USA,38.1935,-121.7023889,,America/Los_Angeles,-7
Q72,Hayfork,Hayfork,CA,USA,40.54708833,-123.1816953,,America/Los_Angeles,-7
F70,French Valley,Murieta/Temecula,CA,USA,33.57605556,-117.1279722,,America/Los_Angeles,-7
FOT,Rohnerville,Fortuna,CA,USA,40.55393583,-124.13265890000001,,America/Los_Angeles,-7
MYF,Montgomery ,San Diego,CA,USA,32.81573306,-117.1395664,,America/Los_Angeles,-7
Q21,Brownsville,Brownsville,CA,USA,39.45544417,-121.2913511,,America/Los_Angeles,-7
O89,Fall River Mills,Fall River Mills,CA,USA,41.01877417,-121.43331359999999,,America/Los_Angeles,-7
O02,Nervino,Beckwourth,CA,USA,39.82073556,-120.3543767,,America/Los_Angeles,-7
C83,Byron,Byron,CA,USA,37.828452500000004,-121.6258219,,America/Los_Angeles,-7
Q17,Boonville,Boonville,CA,USA,39.0126775,-123.3827864,,America/Los_Angeles,-7
O26,Lone Pine,Lone Pine,CA,USA,36.58826667,-118.0520314,,America/Los_Angeles,-7
O52,Sutter County,Yuba City,CA,USA,39.12655889,-121.6091328,,America/Los_Angeles,-7
2Q3,Yolo Co-Davis/Woodland/Winters,Davis/Woodland/Winters,CA,USA,38.579072499999995,-121.85663219999999,,America/Los_Angeles,-7
TLR,Mefford ,Tulare,CA,USA,36.15630556,-119.32616670000002,,America/Los_Angeles,-7
2O3,Angwin-Parrett ,Angwin,CA,USA,38.57851778,-122.4352572,,America/Los_Angeles,-7
CPM,Compton/Woodley,Compton,CA,USA,33.89001611,-118.2436831,,America/Los_Angeles,-7
O41,Watts-Woodland,Woodland,CA,USA,38.67387639,-121.8720772,,America/Los_Angeles,-7
2O6,Chowchilla,Chowchilla,CA,USA,37.11244417,-120.2468406,,America/Los_Angeles,-7
L71,California City Municipal,California City,CA,USA,35.15125306,-118.01666670000002,,America/Los_Angeles,-7
L72,Trona,Trona,CA,USA,35.81245333,-117.3272783,,America/Los_Angeles,-7
1O2,Lampson ,Lakeport,CA,USA,38.99017472,-122.89971750000001,,America/Los_Angeles,-7
AUN,Auburn Municipal,Auburn,CA,USA,38.95476944,-121.08208059999998,,America/Los_Angeles,-7
Q88,Paradise Skypark,Paradise,CA,USA,39.70960639,-121.61636170000001,,America/Los_Angeles,-7
1O3,Lodi,Lodi,CA,USA,38.20241667,-121.26841670000002,,America/Los_Angeles,-7
FCH,Fresno-Chandler Downtown,Fresno,CA,USA,36.732365,-119.8198961,,America/Los_Angeles,-7
L35,Big Bear City,Big Bear,CA,USA,34.26361944,-116.854475,,America/Los_Angeles,-7
O31,Healdsburg Municipal,Healdsburg,CA,USA,38.65352083,-122.89943970000002,,America/Los_Angeles,-7
Q68,Pine Mountain Lake,Groveland,CA,USA,37.86166667,-120.1778889,,America/Los_Angeles,-7
O09,Round Valley,Covelo,CA,USA,39.79015444,-123.26640249999998,,America/Los_Angeles,-7
O69,Petaluma Municipal,Petaluma,CA,USA,38.2578325,-122.6055406,,America/Los_Angeles,-7
L17,Taft-Kern County,Taft,CA,USA,35.14107806,-119.4412294,,America/Los_Angeles,-7
L18,Fallbrook Community Airpark,Fallbrook,CA,USA,33.35419806,-117.2508686,,America/Los_Angeles,-7
L67,Rialto Municipal ,Rialto,CA,USA,34.12934361,-117.40163030000001,,America/Los_Angeles,-7
Q95,Ruth,Ruth,CA,USA,40.21125917,-123.29752309999999,,America/Los_Angeles,-7
36S,Happy Camp,Happy Camp,CA,USA,41.79067944,-123.38894440000001,,America/Los_Angeles,-7
O61,Cameron Airpark,Cameron Park,CA,USA,38.68407028,-120.9871642,,America/Los_Angeles,-7
DLO,Delano Municipal,Delano,CA,USA,35.74558056,-119.23650390000002,,America/Los_Angeles,-7
HMT,Hemet-Ryan,Hemet,CA,USA,33.73398167,-117.0225258,,America/Los_Angeles,-7
L84,Lost Hills-Kern County,Lost Hills,CA,USA,35.62357083,-119.68623829999999,,America/Los_Angeles,-7
Q49,Firebaugh,Firebaugh,CA,USA,36.85998861,-120.4644675,,America/Los_Angeles,-7
O42,Woodlake,Woodlake,CA,USA,36.39883833,-119.10732890000001,,America/Los_Angeles,-7
BWC,Brawley Municipal,Brawley,CA,USA,32.9931,-115.5169325,,America/Los_Angeles,-7
O68,Mariposa-Yosemite,Mariposa,CA,USA,37.51077,-120.0418439,,America/Los_Angeles,-7
PTV,Porterville Municipal,Porterville,CA,USA,36.02960778,-119.0627311,,America/Los_Angeles,-7
Q94,Rio Linda,Rio Linda,CA,USA,38.67601389,-121.44550919999999,,America/Los_Angeles,-7
SZP,Santa Paula,Santa Paula,CA,USA,34.34722167,-119.06121499999999,,America/Los_Angeles,-7
L70,Agua Dulce Airpark,Agua Dulce,CA,USA,34.50415889,-118.3128561,,America/Los_Angeles,-7
O15,Turlock Municipal,Turlock,CA,USA,37.48743556,-120.6968669,,America/Los_Angeles,-7
PVF,Placerville,Placerville,CA,USA,38.72421806,-120.753325,,America/Los_Angeles,-7
0Q5,Shelter Cove,Shelter Cove,CA,USA,40.02764333,-124.07336389999999,,America/Los_Angeles,-7
3O1,Gustine,Gustine,CA,USA,37.26271722,-120.96325859999999,,America/Los_Angeles,-7
O21,Hoopa,Hoopa,CA,USA,41.04290778,-123.66838940000001,,America/Los_Angeles,-7
SIY,Siskiyou County,Montague,CA,USA,41.78144167,-122.4681094,,America/Los_Angeles,-7
O28,Ells Field-Willits Municipal,Willits,CA,USA,39.45129778,-123.3722844,,America/Los_Angeles,-7
O70,Westover Field Amador County,Jackson,CA,USA,38.37680111,-120.79390749999999,,America/Los_Angeles,-7
2O1,Gansner ,Quincy,CA,USA,39.94378056,-120.9468983,,America/Los_Angeles,-7
1O6,Dunsmuir Municipal-Mott,Dunsmuir,CA,USA,41.26320889,-122.2719528,,America/Los_Angeles,-7
HJO,Hanford Municipal,Hanford,CA,USA,36.31852194,-119.6288675,,America/Los_Angeles,-7
L19,Wasco-Kern County,Wasco,CA,USA,35.61967889,-119.3537242,,America/Los_Angeles,-7
O05,Rogers ,Chester,CA,USA,40.28235278,-121.2411683,,America/Los_Angeles,-7
O59,Cedarville,Cedarville,CA,USA,41.55267139,-120.16633390000001,,America/Los_Angeles,-7
O24,Lee Vining,Lee Vining,CA,USA,37.95825861,-119.1065375,,America/Los_Angeles,-7
Q31,Sequoia ,Visalia,CA,USA,36.44856139,-119.31900559999998,,America/Los_Angeles,-7
APV,Apple Valley,Apple Valley,CA,USA,34.57528944,-117.18617920000001,,America/Los_Angeles,-7
KIC,Mesa Del Rey,King City,CA,USA,36.22802139,-121.1218614,,America/Los_Angeles,-7
Q61,Georgetown,Georgetown,CA,USA,38.92111389,-120.86479440000001,,America/Los_Angeles,-7
VCB,Nut Tree,Vacaville,CA,USA,38.37675167,-121.962455,,America/Los_Angeles,-7
MVI,Monte Vista Muni,Monte Vista,CO,USA,37.52855833,-106.04605330000001,,America/Denver,-6
TAD,Perry Stokes,Trinidad,CO,USA,37.25937778,-104.340675,,America/Denver,-6
1V6,Fremont County,Canon City,CO,USA,38.42838111,-105.1054994,,America/Denver,-6
LIC,Limon Municipal,Limon,CO,USA,39.272765,-103.6663392,,America/Denver,-6
6V6,Hopkins ,Nucla,CO,USA,38.23879833,-108.5632597,,America/Denver,-6
00V,Meadow Lake,Colorado Springs,CO,USA,38.94574889,-104.56989329999999,,America/Denver,-6
7V1,Buena Vista Muni,Buena Vista,CO,USA,38.81416194,-106.1206939,,America/Denver,-6
2V2,Vance Brand,Longmont,CO,USA,40.16367139,-105.1630369,,America/Denver,-6
2V1,Stevens ,Pagosa Springs,CO,USA,37.277505,-107.0558742,,America/Denver,-6
3V4,Fort Morgan Municipal,Fort Morgan,CO,USA,40.33423194,-103.8039508,,America/Denver,-6
HEQ,Holyoke,Holyoke,CO,USA,40.56943056,-102.2726875,,America/Denver,-6
1V5,Boulder Muni,Boulder,CO,USA,40.03942972,-105.2258217,,America/Denver,-6
4V0,Rangely,Rangely,CO,USA,40.09469917,-108.7612172,,America/Denver,-6
FTG,Front Range,Denver,CO,USA,39.78525,-104.5431389,,America/Denver,-6
4V1,Johnson ,Walsenburg,CO,USA,37.69640056,-104.7838747,,America/Denver,-6
2V5,Wray Municipal,Wray,CO,USA,40.10032333,-102.24096,,America/Denver,-6
LXV,Lake County,Leadville,CO,USA,39.2202675,-106.3166906,,America/Denver,-6
LHX,La Junta Muni,La Junta,CO,USA,38.05134111,-103.51069079999999,,America/Denver,-6
48V,Tri-County,Erie,CO,USA,40.010225,-105.047975,,America/Denver,-6
1V9,Blake ,Delta,CO,USA,38.78539722,-108.0636611,,America/Denver,-6
EEO,Meeker,Meeker,CO,USA,40.04886222,-107.8859067,,America/Denver,-6
0V2,Harriet Alexander ,Salida,CO,USA,38.53916389,-106.0458483,,America/Denver,-6
2V6,Yuma Municipal,Yuma,CO,USA,40.10415306,-102.7129869,,America/Denver,-6
20V,McElroy Airfield,Kremmling,CO,USA,40.05367972,-106.3689467,,America/Denver,-6
GSN,Saipan International,Obyan,CQ,USA,15.11900139,-145.7293561,,,0
TT01,Pagan Airstrip,Shomu-Shon,CQ,USA,18.12444444,-145.76861110000002,,,0
5B3,Danielson,Danielson,CT,USA,41.81974056,-71.90096306,,America/New_York,-4
3B9,Chester,Chester,CT,USA,41.38390472,-72.50589444,,America/New_York,-4
IJD,Windham,Willimantic,CT,USA,41.74404028,-72.18023583,,America/New_York,-4
22B,Mountain Meadow Airstrip,Burlington,CT,USA,41.77287528,-73.01121667,,America/New_York,-4
N04,Griswold,Madison,CT,USA,41.27118222,-72.54972972,,America/New_York,-4
4B8,Robertson ,Plainville,CT,USA,41.69037667,-72.8648225,,America/New_York,-4
4B9,Simsbury Tri-Town,Simsbury,CT,USA,41.91676389,-72.77731778,,America/New_York,-4
09W,South Capitol Street,Washington,DC,USA,38.86872333,-77.00747583,,America/New_York,-4
EVY,Summit Airpark,Middletown,DE,USA,39.52038889,-75.72044444,,America/New_York,-4
33N,Delaware Airpark,Dover,DE,USA,39.21837556,-75.59642667,,America/New_York,-4
CGC,Crystal River,Crystal River,FL,USA,28.86727778,-82.57130556,,America/New_York,-4
CDK,George T Lewis,Cedar Key,FL,USA,29.137745000000002,-83.04984361,,America/New_York,-4
X46,Opa-Locka West,Miami,FL,USA,25.94898194,-80.42338694,,America/New_York,-4
2J9,Quincy Municipal,Quincy,FL,USA,30.59786111,-84.55741667,,America/New_York,-4
01J,Hilliard Airpark,Hilliard,FL,USA,30.6880125,-81.90594389,,America/New_York,-4
X07,Lake Wales Municipal,Lake Wales,FL,USA,27.89380556,-81.62038889,,America/New_York,-4
X35,Dunnellon/Marion Co.,Dunellon,FL,USA,29.06177778,-82.37658333,,America/New_York,-4
23J,Herlong,Jacksonville,FL,USA,30.27778889,-81.80594722,,America/New_York,-4
PMP,Pompano Beach Airpark,Pompano Beach,FL,USA,26.24713889,-80.11105556,,America/New_York,-4
DTS,Destin-Ft. Walton Beach,Destin,FL,USA,30.40006111,-86.47147722,,America/Chicago,-5
X10,Belle Glade Municipal,Belle Glade,FL,USA,26.70089833,-80.66227972,,America/New_York,-4
OMN,Ormond Beach Municipal,Ormond Beach,FL,USA,29.30113889,-81.11380556,,America/New_York,-4
X51,Homestead General Aviation,Homestead,FL,USA,25.49872139,-80.55422528,,America/New_York,-4
X14,Labelle Municipal,Labelle,FL,USA,26.74423278,-81.43257556,,America/New_York,-4
COI,Merritt Island,Merritt Island,FL,USA,28.34158944,-80.6854975,,America/New_York,-4
28J,Kay Larkin,Palatka,FL,USA,29.65863889,-81.68855556,,America/New_York,-4
55J,Fernandina Beach Municipal,Fernandina Beach,FL,USA,30.61170083,-81.462345,,America/New_York,-4
X06,Arcadia Municipal,Arcadia,FL,USA,27.19199444,-81.83730472,,America/New_York,-4
X47,Flagler County,Bunnell,FL,USA,29.46738889,-81.20633333,,America/New_York,-4
24J,Suwannee County,Live Oak,FL,USA,30.30105583,-83.02318778,,America/New_York,-4
X21,Arthur Dunn Airpark,Titusville,FL,USA,28.62234556,-80.835695,,America/New_York,-4
F37,Wauchula Municipal,Wauchula,FL,USA,27.51364889,-81.88063917,,America/New_York,-4
X60,Williston Municipal,Williston,FL,USA,29.35422,-82.47288194,,America/New_York,-4
EVB,New Smyrna Beach Municipal,New Smyrna Beach,FL,USA,29.05580556,-80.94836111,,America/New_York,-4
SGJ,St. Augustine,St. Augustine,FL,USA,29.95925,-81.33975,,America/New_York,-4
X16,Vandenberg ,Tampa,FL,USA,28.01398389,-82.34527917,,America/New_York,-4
PCM,Plant City Municipal,Plant City,FL,USA,28.00021667,-82.16424167,,America/New_York,-4
X26,Sebastian Municipal,Sebastian,FL,USA,27.81280389,-80.49560833,,America/New_York,-4
BKV,Hernando County,Brooksville,FL,USA,28.47359722,-82.45542139,,America/New_York,-4
X59,Valkaria,Valkaria,FL,USA,27.96196472,-80.55977556,,America/New_York,-4
F45,North Palm Beach County General Aviation,West Palm Beach,FL,USA,26.84537306,-80.22148111,,America/New_York,-4
40J,Perry-Foley,Perry,FL,USA,30.06927778,-83.58058333,,America/New_York,-4
X40,Inverness,Inverness,FL,USA,28.80859639,-82.31648167,,America/New_York,-4
X44,Watson Island Base,Miami,FL,USA,25.77833333,-80.17027778,,America/New_York,-4
42J,Keystone Airpark,Keystone Heights,FL,USA,29.84475,-82.04752778,,America/New_York,-4
X23,Umatilla Municipal,Umatilla,FL,USA,28.922765000000002,-81.65174111,,America/New_York,-4
2R4,Peter Prince ,Milton,FL,USA,30.63762083,-86.99365278,,America/Chicago,-5
X01,Everglades,Everglades,FL,USA,25.84871167,-81.39007944,,America/New_York,-4
2IS,Airglades,Clewiston,FL,USA,26.74200972,-81.04978917,,America/New_York,-4
1J0,Tri-County,Bonifay,FL,USA,30.84577778,-85.60138889,,America/Chicago,-5
54J,Defuniak Springs,Defuniak Springs,FL,USA,30.7313,-86.15160833,,America/Chicago,-5
49A,Gilmer County,Ellijay,GA,USA,34.62786417,-84.52492889,,America/New_York,-4
RYY,Cobb County-McCollum ,Marietta,GA,USA,34.01315611,-84.59854472,,America/New_York,-4
MQW,Telfair-Wheeler,McRae,GA,USA,32.09577778,-82.88002778,,America/New_York,-4
4J2,Berrien County,Nashville,GA,USA,31.21255556,-83.22627778,,America/New_York,-4
FZG,Fitzgerald Municipal,Fitzgerald,GA,USA,31.68368667,-83.27046056,,America/New_York,-4
4J6,St Marys,St Marys,GA,USA,30.75468028,-81.55731917,,America/New_York,-4
DQH,Douglas Municipal,Douglas,GA,USA,31.47780833,-82.85961556,,America/New_York,-4
5A9,Roosevelt Memorial,Warm Springs,GA,USA,32.93346222,-84.68881639,,America/New_York,-4
HQU,Thomson-McDuffie County,Thomson,GA,USA,33.52972639,-82.51678556,,America/New_York,-4
OKZ,Kaolin ,Sandersville,GA,USA,32.96672222,-82.83816667,,America/New_York,-4
CTJ,West Georgia Regional,Carrollton,GA,USA,33.63102778,-85.15202778,,America/New_York,-4
48A,Cochran,Cochran,GA,USA,32.39936111,-83.27591667,,America/New_York,-4
52A,Madison Municipal,Madison,GA,USA,33.61212528,-83.46044333,,America/New_York,-4
11J,Early County,Blakely,GA,USA,31.39698611,-84.89525694,,America/New_York,-4
4A7,Clayton County,Hampton,GA,USA,33.38911111,-84.33236111,,America/New_York,-4
75J,Turner County,Ashburn,GA,USA,31.68545833,-83.63211194,,America/New_York,-4
AZE,Hazelhurst,Hazelhurst,GA,USA,31.88465639,-82.64738778,,America/New_York,-4
JYL,Plantation Airpark,Sylvania,GA,USA,32.64544861,-81.59649722,,America/New_York,-4
MLJ,Baldwin County,Milledgeville,GA,USA,33.15419444,-83.24061111,,America/New_York,-4
PXE,Perry-Houston Couty,Perry,GA,USA,32.51058333,-83.76733333,,America/New_York,-4
CXU,Camilla-Mitchell County,Camilla,GA,USA,31.21291667,-84.23680556,,America/New_York,-4
25J,Cuthbert-Randolph,Cuthbert,GA,USA,31.70016583,-84.82492194,,America/New_York,-4
53A,"Dr. C.P. Savage, Sr.",Montezuma,GA,USA,32.302,-84.00747222,,America/New_York,-4
27A,Elbert County-Patz ,Elberton,GA,USA,34.09519722,-82.81586417,,America/New_York,-4
MGR,Moultrie Municipal,Moultrie,GA,USA,31.08490917,-83.80325528,,America/New_York,-4
19A,Jackson County,Jefferson,GA,USA,34.17402472,-83.56066528,,America/New_York,-4
